"objid","zst_nr","zst_name","breitengr","laengengr","gemeinde","zst_klasse","kombiniert","art","anz_arme","anz_fahrst","zweck","typ","str_typ","eigentum","dat_inbetr","gueltig","link_ext","dbl_format"
"78",914,"Hiltalingerstrasse 7",47.586227,7.593117,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2015-08-15 02:00:00+02:00","in Betrieb",,"xlsx"
"79",915,"Luzernerring-Brücke",47.569303,7.570239,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2012-10-03 02:00:00+02:00","in Betrieb",,"xlsx"
"80",916,"Stückisteg",47.579491,7.594746,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto+Fuss","Induktionsschlaufen","Andere","Kanton Basel-Stadt","2013-03-01 01:00:00+01:00","in Betrieb",,"xlsx"
"81",100070,"BASEL, SCHWARZWALDBR. (AB)",47.557279,7.614457,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,4,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","BUND","1974-01-01 01:00:00+01:00","in Betrieb","https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html","xlsx"
"83",100143,"A2-A5 Grenzbrücke, CH-D",47.57808,7.599124,"Basel","Dauerzaehlstelle","Virtuelle Zaehlstelle","Querschnitt",2,6,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","BUND","1980-11-01 01:00:00+01:00","in Betrieb","https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html","xlsx"
"88",100283,"A3-A35 Basel - St. Louis, CH-F",47.571467,7.575552,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,6,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","BUND","2008-10-01 02:00:00+02:00","in Betrieb","https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html","xlsx"
"89",100321,"A3 Anschluss Wiese, Horburgtunnel",47.571594,7.598314,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,6,"MIV","Induktionsschlaufen","Hochleistungsstrasse (HLS)","BUND","2008-10-01 02:00:00+02:00","in Betrieb","https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html","xlsx"
"91",200802,"Horburgstrasse 50/33",47.57069,7.593611,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Plattenzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","1998-09-04 02:00:00+02:00","ausser Betrieb",,"xlsx"
"92",200803,"Mauerstrasse (Horburgpark)",47.573772,7.593512,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Plattenzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","1998-09-04 02:00:00+02:00","ausser Betrieb",,"xlsx"
"99",200901,"Burgfelderstrasse",47.570599,7.558438,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Plattenzaehlung","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2009-06-24 02:00:00+02:00","ausser Betrieb",,"pdf"
"107",201021,"Wiesentalstrasse 25",47.59957,7.650673,"Lirrach (D)","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo","Handzaehlung","Andere","Deutschland","2010-04-22 02:00:00+02:00","ausser Betrieb",,"pdf"
"151",201309,"Hebelstrasse 103",47.563183,7.577648,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-03-21 01:00:00+01:00","ausser Betrieb",,"pdf"
"153",201637,"Klybeckstrasse 251",47.576306,7.588056,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-05-28 02:00:00+02:00","ausser Betrieb",,"pdf"
"154",201705,"Kohlenberggasse 5",47.553084,7.58808,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2012-05-15 02:00:00+02:00","ausser Betrieb",,"pdf"
"156",201314,"Reichensteinerstrasse 21",47.544375,7.584144,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-05-30 02:00:00+02:00","ausser Betrieb",,"pdf"
"159",201317,"Stöberstrasse 23",47.558808,7.571843,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-03-19 01:00:00+01:00","ausser Betrieb",,"pdf"
"162",201320,"Wattstrasse 19",47.569999,7.577692,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2013-06-20 02:00:00+02:00","ausser Betrieb",,"pdf"
"163",201321,"Gundeldingerrain",47.5385,7.59346,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2013-04-08 02:00:00+02:00","ausser Betrieb",,"pdf"
"173",201514,"Baselstrasse - Fondation Beyeler  (Riehen)",47.586869,7.65085,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2015-09-14 02:00:00+02:00","ausser Betrieb",,"xlsx"
"181",201522,"Morystrasse 59 (Riehen)",47.570928,7.642913,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2015-09-15 02:00:00+02:00","ausser Betrieb",,"xlsx"
"233",301001,"Münchenstein Reinacherstrasse",47.529154,7.605743,"M","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Land","2000-01-01 01:00:00+01:00","in Betrieb","https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen","xlsx"
"236",907,"Wasgenring 62",0,0,"Basel","Dauerzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo/Moto","Induktionsschlaufen","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2014-07-18 02:00:00+02:00","in Betrieb",,"xlsx"
"238",201706,"Friedrichstrasse 19",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2017-01-13 01:00:00+01:00","ausser Betrieb",,"xlsx"
"240",201702,"Bachofenstrasse 10",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",1,1,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2017-01-17 01:00:00+01:00","ausser Betrieb",,"pdf"
"249",201712,"Oberwilerstrasse 112",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2017-02-24 01:00:00+01:00","ausser Betrieb",,"xlsx"
"252",201715,"Hackbergstrasse 71",0,0,"Riehen","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2017-04-24 02:00:00+02:00","ausser Betrieb",,"xlsx"
"256",201720,"Kleinhüningeranlage 41",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2017-04-07 02:00:00+02:00","ausser Betrieb",,"xlsx"
"257",201721,"Luzernerring 105",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptverkehrsstrasse (HVS)","Kanton Basel-Stadt","2017-03-10 01:00:00+01:00","ausser Betrieb",,"xlsx"
"258",201723,"Zeughausstrasse 47",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV","Radar","Hauptsammelstrasse (HSS)","Kanton Basel-Stadt","2017-02-17 01:00:00+01:00","ausser Betrieb",,"xlsx"
"290",201120,"Kienbergstrasse 10",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2011-01-18 01:00:00+01:00","ausser Betrieb",,"pdf"
"291",201630,"Haltingerstrasse 89",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-11-24 01:00:00+01:00","ausser Betrieb",,"pdf"
"292",201631,"Palmenstrasse 14",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-11-29 01:00:00+01:00","ausser Betrieb",,"pdf"
"293",201633,"Blauenstrasse 64",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-11-01 01:00:00+01:00","ausser Betrieb",,"pdf"
"294",200905,"Nufenenstrasse 49",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2009-11-24 01:00:00+01:00","ausser Betrieb",,"pdf"
"297",201816,"Realpstrasse 12",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2018-04-12 02:00:00+02:00","ausser Betrieb",,"pdf"
"300",201903,"Kirschblütenweg 15",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2019-10-31 01:00:00+01:00","ausser Betrieb",,"pdf"
"305",201818,"Largitzenstrasse 48",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2018-11-13 01:00:00+01:00","ausser Betrieb",,"pdf"
"306",201732,"Schalerstrasse 15",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2017-06-15 02:00:00+02:00","ausser Betrieb",,"pdf"
"307",201819,"Grellingerstrasse 80",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2018-11-20 01:00:00+01:00","ausser Betrieb",,"pdf"
"310",201734,"Göschenenstrasse 55",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2017-06-20 02:00:00+02:00","ausser Betrieb",,"pdf"
"311",201506,"Spalentorweg 19",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2015-04-21 02:00:00+02:00","ausser Betrieb",,"pdf"
"312",201820,"Muespacherstrasse 66",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"MIV+Velo/Moto","Radar","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2018-11-15 01:00:00+01:00","ausser Betrieb",,"pdf"
"315",201640,"Wanderstrasse von Weiherhofstrasse",0,0,"Basel","Kurzzeitzaehlstelle","Reale Zaehlstelle","Querschnitt",2,2,"Velo+Fuss","Handzaehlung","Siedlungsorientierte Strasse (SOS)","Kanton Basel-Stadt","2016-05-26 02:00:00+02:00","ausser Betrieb",,"pdf"
