FK_ZAEHLER,FK_STANDORT,year,month,day,hour,total_fuss,total_velo,datum
ECO09022739,5,2010,1,7,0,0,0,2010-01-07T00:00:00Z
ECO09022739,5,2010,1,7,1,0,0,2010-01-07T01:00:00Z
ECO09022739,5,2010,1,7,2,0,0,2010-01-07T02:00:00Z
ECO09022739,5,2010,1,7,3,0,0,2010-01-07T03:00:00Z
ECO09022739,5,2010,1,7,4,0,1,2010-01-07T04:00:00Z
ECO09022739,5,2010,1,7,5,0,0,2010-01-07T05:00:00Z
ECO09022739,5,2010,1,7,6,0,5,2010-01-07T06:00:00Z
ECO09022739,5,2010,1,7,7,0,13,2010-01-07T07:00:00Z
ECO09022739,5,2010,1,7,8,0,30,2010-01-07T08:00:00Z
ECO09022739,5,2010,1,7,9,0,30,2010-01-07T09:00:00Z
ECO09022739,5,2010,1,7,10,0,13,2010-01-07T10:00:00Z
ECO09022739,5,2010,1,7,11,0,6,2010-01-07T11:00:00Z
ECO09022739,5,2010,1,7,12,0,13,2010-01-07T12:00:00Z
ECO09022739,5,2010,1,7,13,0,6,2010-01-07T13:00:00Z
ECO09022739,5,2010,1,7,14,0,8,2010-01-07T14:00:00Z
ECO09022739,5,2010,1,7,15,0,6,2010-01-07T15:00:00Z
ECO09022739,5,2010,1,7,16,0,7,2010-01-07T16:00:00Z
ECO09022739,5,2010,1,7,17,0,3,2010-01-07T17:00:00Z
ECO09022739,5,2010,1,7,18,0,10,2010-01-07T18:00:00Z
ECO09022739,5,2010,1,7,19,0,4,2010-01-07T19:00:00Z
ECO09022739,5,2010,1,7,20,0,7,2010-01-07T20:00:00Z
ECO09022739,5,2010,1,7,21,0,1,2010-01-07T21:00:00Z
ECO09022739,5,2010,1,7,22,0,1,2010-01-07T22:00:00Z
ECO09022739,5,2010,1,7,23,0,2,2010-01-07T23:00:00Z
ECO09022739,5,2010,1,8,0,0,2,2010-01-08T00:00:00Z
ECO09022739,5,2010,1,8,1,0,0,2010-01-08T01:00:00Z
ECO09022739,5,2010,1,8,2,0,2,2010-01-08T02:00:00Z
ECO09022739,5,2010,1,8,3,0,0,2010-01-08T03:00:00Z
ECO09022739,5,2010,1,8,4,0,0,2010-01-08T04:00:00Z
ECO09022739,5,2010,1,8,5,0,0,2010-01-08T05:00:00Z
ECO09022739,5,2010,1,8,6,0,3,2010-01-08T06:00:00Z
ECO09022739,5,2010,1,8,7,0,6,2010-01-08T07:00:00Z
ECO09022739,5,2010,1,8,8,0,20,2010-01-08T08:00:00Z
ECO09022739,5,2010,1,8,9,0,26,2010-01-08T09:00:00Z
ECO09022739,5,2010,1,8,10,0,19,2010-01-08T10:00:00Z
ECO09022739,5,2010,1,8,11,0,10,2010-01-08T11:00:00Z
ECO09022739,5,2010,1,8,12,0,5,2010-01-08T12:00:00Z
ECO09022739,5,2010,1,8,13,0,8,2010-01-08T13:00:00Z
ECO09022739,5,2010,1,8,14,0,3,2010-01-08T14:00:00Z
ECO09022739,5,2010,1,8,15,0,2,2010-01-08T15:00:00Z
ECO09022739,5,2010,1,8,16,0,5,2010-01-08T16:00:00Z
ECO09022739,5,2010,1,8,17,0,8,2010-01-08T17:00:00Z
ECO09022739,5,2010,1,8,18,0,8,2010-01-08T18:00:00Z
ECO09022739,5,2010,1,8,19,0,10,2010-01-08T19:00:00Z
ECO09022739,5,2010,1,8,20,0,5,2010-01-08T20:00:00Z
ECO09022739,5,2010,1,8,21,0,3,2010-01-08T21:00:00Z
ECO09022739,5,2010,1,8,22,0,0,2010-01-08T22:00:00Z
ECO09022739,5,2010,1,8,23,0,1,2010-01-08T23:00:00Z
ECO09022739,5,2010,1,9,0,0,0,2010-01-09T00:00:00Z
ECO09022739,5,2010,1,9,1,0,0,2010-01-09T01:00:00Z
ECO09022739,5,2010,1,9,2,0,2,2010-01-09T02:00:00Z
ECO09022739,5,2010,1,9,3,0,1,2010-01-09T03:00:00Z
ECO09022739,5,2010,1,9,4,0,0,2010-01-09T04:00:00Z
ECO09022739,5,2010,1,9,5,0,0,2010-01-09T05:00:00Z
ECO09022739,5,2010,1,9,6,0,1,2010-01-09T06:00:00Z
ECO09022739,5,2010,1,9,7,0,1,2010-01-09T07:00:00Z
ECO09022739,5,2010,1,9,8,0,1,2010-01-09T08:00:00Z
ECO09022739,5,2010,1,9,9,0,4,2010-01-09T09:00:00Z
ECO09022739,5,2010,1,9,10,0,5,2010-01-09T10:00:00Z
ECO09022739,5,2010,1,9,11,0,7,2010-01-09T11:00:00Z
ECO09022739,5,2010,1,9,12,0,8,2010-01-09T12:00:00Z
ECO09022739,5,2010,1,9,13,0,5,2010-01-09T13:00:00Z
ECO09022739,5,2010,1,9,14,0,10,2010-01-09T14:00:00Z
ECO09022739,5,2010,1,9,15,0,9,2010-01-09T15:00:00Z
ECO09022739,5,2010,1,9,16,0,9,2010-01-09T16:00:00Z
ECO09022739,5,2010,1,9,17,0,2,2010-01-09T17:00:00Z
ECO09022739,5,2010,1,9,18,0,5,2010-01-09T18:00:00Z
ECO09022739,5,2010,1,9,19,0,1,2010-01-09T19:00:00Z
ECO09022739,5,2010,1,9,20,0,0,2010-01-09T20:00:00Z
ECO09022739,5,2010,1,9,21,0,3,2010-01-09T21:00:00Z
ECO09022739,5,2010,1,9,22,0,1,2010-01-09T22:00:00Z
ECO09022739,5,2010,1,9,23,0,2,2010-01-09T23:00:00Z
ECO09022739,5,2010,1,10,0,0,1,2010-01-10T00:00:00Z
ECO09022739,5,2010,1,10,1,0,0,2010-01-10T01:00:00Z
ECO09022739,5,2010,1,10,2,0,0,2010-01-10T02:00:00Z
ECO09022739,5,2010,1,10,3,0,0,2010-01-10T03:00:00Z
ECO09022739,5,2010,1,10,4,0,0,2010-01-10T04:00:00Z
ECO09022739,5,2010,1,10,5,0,0,2010-01-10T05:00:00Z
ECO09022739,5,2010,1,10,6,0,0,2010-01-10T06:00:00Z
ECO09022739,5,2010,1,10,7,0,2,2010-01-10T07:00:00Z
ECO09022739,5,2010,1,10,8,0,4,2010-01-10T08:00:00Z
ECO09022739,5,2010,1,10,9,0,0,2010-01-10T09:00:00Z
ECO09022739,5,2010,1,10,10,0,4,2010-01-10T10:00:00Z
ECO09022739,5,2010,1,10,11,0,1,2010-01-10T11:00:00Z
ECO09022739,5,2010,1,10,12,0,2,2010-01-10T12:00:00Z
ECO09022739,5,2010,1,10,13,0,2,2010-01-10T13:00:00Z
ECO09022739,5,2010,1,10,14,0,3,2010-01-10T14:00:00Z
ECO09022739,5,2010,1,10,15,0,5,2010-01-10T15:00:00Z
ECO09022739,5,2010,1,10,16,0,6,2010-01-10T16:00:00Z
ECO09022739,5,2010,1,10,17,0,5,2010-01-10T17:00:00Z
ECO09022739,5,2010,1,10,18,0,3,2010-01-10T18:00:00Z
ECO09022739,5,2010,1,10,19,0,2,2010-01-10T19:00:00Z
ECO09022739,5,2010,1,10,20,0,2,2010-01-10T20:00:00Z
ECO09022739,5,2010,1,10,21,0,4,2010-01-10T21:00:00Z
ECO09022739,5,2010,1,10,22,0,0,2010-01-10T22:00:00Z
ECO09022739,5,2010,1,10,23,0,0,2010-01-10T23:00:00Z
ECO09022739,5,2010,1,11,0,0,1,2010-01-11T00:00:00Z
ECO09022739,5,2010,1,11,1,0,1,2010-01-11T01:00:00Z
ECO09022739,5,2010,1,11,2,0,0,2010-01-11T02:00:00Z
ECO09022739,5,2010,1,11,3,0,0,2010-01-11T03:00:00Z
ECO09022739,5,2010,1,11,4,0,0,2010-01-11T04:00:00Z
ECO09022739,5,2010,1,11,5,0,0,2010-01-11T05:00:00Z
ECO09022739,5,2010,1,11,6,0,2,2010-01-11T06:00:00Z
ECO09022739,5,2010,1,11,7,0,12,2010-01-11T07:00:00Z
ECO09022739,5,2010,1,11,8,0,30,2010-01-11T08:00:00Z
ECO09022739,5,2010,1,11,9,0,25,2010-01-11T09:00:00Z
ECO09022739,5,2010,1,11,10,0,9,2010-01-11T10:00:00Z
ECO09022739,5,2010,1,11,11,0,9,2010-01-11T11:00:00Z
ECO09022739,5,2010,1,11,12,0,5,2010-01-11T12:00:00Z
ECO09022739,5,2010,1,11,13,0,4,2010-01-11T13:00:00Z
ECO09022739,5,2010,1,11,14,0,2,2010-01-11T14:00:00Z
ECO09022739,5,2010,1,11,15,0,4,2010-01-11T15:00:00Z
ECO09022739,5,2010,1,11,16,0,9,2010-01-11T16:00:00Z
ECO09022739,5,2010,1,11,17,0,7,2010-01-11T17:00:00Z
ECO09022739,5,2010,1,11,18,0,5,2010-01-11T18:00:00Z
ECO09022739,5,2010,1,11,19,0,3,2010-01-11T19:00:00Z
ECO09022739,5,2010,1,11,20,0,3,2010-01-11T20:00:00Z
ECO09022739,5,2010,1,11,21,0,1,2010-01-11T21:00:00Z
ECO09022739,5,2010,1,11,22,0,1,2010-01-11T22:00:00Z
ECO09022739,5,2010,1,11,23,0,1,2010-01-11T23:00:00Z
ECO09022739,5,2010,1,12,0,0,0,2010-01-12T00:00:00Z
ECO09022739,5,2010,1,12,1,0,0,2010-01-12T01:00:00Z
ECO09022739,5,2010,1,12,2,0,1,2010-01-12T02:00:00Z
ECO09022739,5,2010,1,12,3,0,0,2010-01-12T03:00:00Z
ECO09022739,5,2010,1,12,4,0,0,2010-01-12T04:00:00Z
ECO09022739,5,2010,1,12,5,0,0,2010-01-12T05:00:00Z
ECO09022739,5,2010,1,12,6,0,2,2010-01-12T06:00:00Z
ECO09022739,5,2010,1,12,7,0,4,2010-01-12T07:00:00Z
ECO09022739,5,2010,1,12,8,0,19,2010-01-12T08:00:00Z
ECO09022739,5,2010,1,12,9,0,17,2010-01-12T09:00:00Z
ECO09022739,5,2010,1,12,10,0,9,2010-01-12T10:00:00Z
ECO09022739,5,2010,1,12,11,0,7,2010-01-12T11:00:00Z
ECO09022739,5,2010,1,12,12,0,3,2010-01-12T12:00:00Z
ECO09022739,5,2010,1,12,13,0,3,2010-01-12T13:00:00Z
ECO09022739,5,2010,1,12,14,0,3,2010-01-12T14:00:00Z
ECO09022739,5,2010,1,12,15,0,4,2010-01-12T15:00:00Z
ECO09022739,5,2010,1,12,16,0,2,2010-01-12T16:00:00Z
ECO09022739,5,2010,1,12,17,0,4,2010-01-12T17:00:00Z
ECO09022739,5,2010,1,12,18,0,9,2010-01-12T18:00:00Z
ECO09022739,5,2010,1,12,19,0,4,2010-01-12T19:00:00Z
ECO09022739,5,2010,1,12,20,0,7,2010-01-12T20:00:00Z
ECO09022739,5,2010,1,12,21,0,0,2010-01-12T21:00:00Z
ECO09022739,5,2010,1,12,22,0,0,2010-01-12T22:00:00Z
ECO09022739,5,2010,1,12,23,0,0,2010-01-12T23:00:00Z
ECO09022739,5,2010,1,13,0,0,1,2010-01-13T00:00:00Z
ECO09022739,5,2010,1,13,1,0,0,2010-01-13T01:00:00Z
ECO09022739,5,2010,1,13,2,0,0,2010-01-13T02:00:00Z
ECO09022739,5,2010,1,13,3,0,1,2010-01-13T03:00:00Z
ECO09022739,5,2010,1,13,4,0,0,2010-01-13T04:00:00Z
ECO09022739,5,2010,1,13,5,0,0,2010-01-13T05:00:00Z
ECO09022739,5,2010,1,13,6,0,1,2010-01-13T06:00:00Z
ECO09022739,5,2010,1,13,7,0,14,2010-01-13T07:00:00Z
ECO09022739,5,2010,1,13,8,0,28,2010-01-13T08:00:00Z
ECO09022739,5,2010,1,13,9,0,30,2010-01-13T09:00:00Z
ECO09022739,5,2010,1,13,10,0,9,2010-01-13T10:00:00Z
ECO09022739,5,2010,1,13,11,0,3,2010-01-13T11:00:00Z
ECO09022739,5,2010,1,13,12,0,4,2010-01-13T12:00:00Z
ECO09022739,5,2010,1,13,13,0,7,2010-01-13T13:00:00Z
ECO09022739,5,2010,1,13,14,0,2,2010-01-13T14:00:00Z
ECO09022739,5,2010,1,13,15,0,2,2010-01-13T15:00:00Z
ECO09022739,5,2010,1,13,16,0,4,2010-01-13T16:00:00Z
ECO09022739,5,2010,1,13,17,0,3,2010-01-13T17:00:00Z
ECO09022739,5,2010,1,13,18,0,5,2010-01-13T18:00:00Z
ECO09022739,5,2010,1,13,19,0,5,2010-01-13T19:00:00Z
ECO09022739,5,2010,1,13,20,0,3,2010-01-13T20:00:00Z
ECO09022739,5,2010,1,13,21,0,1,2010-01-13T21:00:00Z
ECO09022739,5,2010,1,13,22,0,0,2010-01-13T22:00:00Z
ECO09022739,5,2010,1,13,23,0,1,2010-01-13T23:00:00Z
ECO09022739,5,2010,1,14,0,0,1,2010-01-14T00:00:00Z
ECO09022739,5,2010,1,14,1,0,0,2010-01-14T01:00:00Z
ECO09022739,5,2010,1,14,2,0,1,2010-01-14T02:00:00Z
ECO09022739,5,2010,1,14,3,0,0,2010-01-14T03:00:00Z
ECO09022739,5,2010,1,14,4,0,0,2010-01-14T04:00:00Z
ECO09022739,5,2010,1,14,5,0,0,2010-01-14T05:00:00Z
ECO09022739,5,2010,1,14,6,0,3,2010-01-14T06:00:00Z
ECO09022739,5,2010,1,14,7,0,9,2010-01-14T07:00:00Z
ECO09022739,5,2010,1,14,8,0,35,2010-01-14T08:00:00Z
ECO09022739,5,2010,1,14,9,0,27,2010-01-14T09:00:00Z
ECO09022739,5,2010,1,14,10,0,10,2010-01-14T10:00:00Z
ECO09022739,5,2010,1,14,11,0,9,2010-01-14T11:00:00Z
ECO09022739,5,2010,1,14,12,0,9,2010-01-14T12:00:00Z
ECO09022739,5,2010,1,14,13,0,3,2010-01-14T13:00:00Z
ECO09022739,5,2010,1,14,14,0,5,2010-01-14T14:00:00Z
ECO09022739,5,2010,1,14,15,0,7,2010-01-14T15:00:00Z
ECO09022739,5,2010,1,14,16,0,8,2010-01-14T16:00:00Z
ECO09022739,5,2010,1,14,17,0,4,2010-01-14T17:00:00Z
ECO09022739,5,2010,1,14,18,0,3,2010-01-14T18:00:00Z
ECO09022739,5,2010,1,14,19,0,13,2010-01-14T19:00:00Z
ECO09022739,5,2010,1,14,20,0,7,2010-01-14T20:00:00Z
ECO09022739,5,2010,1,14,21,0,3,2010-01-14T21:00:00Z
ECO09022739,5,2010,1,14,22,0,2,2010-01-14T22:00:00Z
ECO09022739,5,2010,1,14,23,0,2,2010-01-14T23:00:00Z
ECO09022739,5,2010,1,15,0,0,0,2010-01-15T00:00:00Z
ECO09022739,5,2010,1,15,1,0,1,2010-01-15T01:00:00Z
ECO09022739,5,2010,1,15,2,0,1,2010-01-15T02:00:00Z
ECO09022739,5,2010,1,15,3,0,0,2010-01-15T03:00:00Z
ECO09022739,5,2010,1,15,4,0,0,2010-01-15T04:00:00Z
ECO09022739,5,2010,1,15,5,0,0,2010-01-15T05:00:00Z
ECO09022739,5,2010,1,15,6,0,4,2010-01-15T06:00:00Z
ECO09022739,5,2010,1,15,7,0,11,2010-01-15T07:00:00Z
ECO09022739,5,2010,1,15,8,0,33,2010-01-15T08:00:00Z
ECO09022739,5,2010,1,15,9,0,30,2010-01-15T09:00:00Z
ECO09022739,5,2010,1,15,10,0,12,2010-01-15T10:00:00Z
ECO09022739,5,2010,1,15,11,0,14,2010-01-15T11:00:00Z
ECO09022739,5,2010,1,15,12,0,9,2010-01-15T12:00:00Z
ECO09022739,5,2010,1,15,13,0,11,2010-01-15T13:00:00Z
ECO09022739,5,2010,1,15,14,0,13,2010-01-15T14:00:00Z
ECO09022739,5,2010,1,15,15,0,10,2010-01-15T15:00:00Z
ECO09022739,5,2010,1,15,16,0,4,2010-01-15T16:00:00Z
ECO09022739,5,2010,1,15,17,0,11,2010-01-15T17:00:00Z
ECO09022739,5,2010,1,15,18,0,5,2010-01-15T18:00:00Z
ECO09022739,5,2010,1,15,19,0,7,2010-01-15T19:00:00Z
ECO09022739,5,2010,1,15,20,0,6,2010-01-15T20:00:00Z
ECO09022739,5,2010,1,15,21,0,4,2010-01-15T21:00:00Z
ECO09022739,5,2010,1,15,22,0,1,2010-01-15T22:00:00Z
ECO09022739,5,2010,1,15,23,0,1,2010-01-15T23:00:00Z
ECO09022739,5,2010,1,16,0,0,2,2010-01-16T00:00:00Z
ECO09022739,5,2010,1,16,1,0,0,2010-01-16T01:00:00Z
ECO09022739,5,2010,1,16,2,0,0,2010-01-16T02:00:00Z
ECO09022739,5,2010,1,16,3,0,0,2010-01-16T03:00:00Z
ECO09022739,5,2010,1,16,4,0,0,2010-01-16T04:00:00Z
ECO09022739,5,2010,1,16,5,0,0,2010-01-16T05:00:00Z
ECO09022739,5,2010,1,16,6,0,2,2010-01-16T06:00:00Z
ECO09022739,5,2010,1,16,7,0,2,2010-01-16T07:00:00Z
ECO09022739,5,2010,1,16,8,0,8,2010-01-16T08:00:00Z
ECO09022739,5,2010,1,16,9,0,6,2010-01-16T09:00:00Z
ECO09022739,5,2010,1,16,10,0,9,2010-01-16T10:00:00Z
ECO09022739,5,2010,1,16,11,0,7,2010-01-16T11:00:00Z
ECO09022739,5,2010,1,16,12,0,6,2010-01-16T12:00:00Z
ECO09022739,5,2010,1,16,13,0,13,2010-01-16T13:00:00Z
ECO09022739,5,2010,1,16,14,0,12,2010-01-16T14:00:00Z
ECO09022739,5,2010,1,16,15,0,18,2010-01-16T15:00:00Z
